ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2016/05/05 18:23:45"
"Settings=C:\Documents and Settings\GenePix\Desktop\Lab 3044\Margreet\Block setttings\3x8-22x18 HMO 3rd-3.gps"
"GalFile="
"PixelSize=5"
"Wavelengths=635"
"ImageFiles=C:\Documents and Settings\GenePix\Desktop\Lab 3044\Anthony\05_04_2016\10087926_gain 400.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/#2)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=45, 0"
"JpegOrigin=45, 715"
"Creator=GenePix Pro 7.2.29.002"
"Scanner=GenePix 4000B [86761]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=400"
"ScanPower=100"
"LaserPower=3.32"
"Filters=<Empty>"
"ScanRegion=9,0,4400,14300"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/#2)"	"Ratio of Means (635/#2)"	"Median of Ratios (635/#2)"	"Mean of Ratios (635/#2)"	"Ratios SD (635/#2)"	"Rgn Ratio (635/#2)"	"Rgn R2 (635/#2)"	"Log Ratio (635/#2)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/#2)"	"Sum of Means (635/#2)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	19	3	1	""	""	905	55165	200	25	25	6	24	25	25	25	5	20	8	2	0	31667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4160	100	7131
0	0	0	19	4	1	""	""	1165	55165	200	25	25	9	36	25	25	25	5	20	10	2	0	32332	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4190	100	7132
0	0	0	19	5	1	""	""	1425	55165	200	25	25	4	16	25	25	25	5	20	8	1	0	31549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4190	100	7133
0	0	0	19	6	1	""	""	1685	55165	200	25	26	6	23	26	26	26	5	19	7	1	0	32508	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	4424	100	7134
0	0	0	19	7	1	""	""	1945	55165	200	27	28	6	21	26	26	27	5	18	19	7	0	34988	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4520	100	7135
0	0	0	19	8	1	""	""	2205	55165	200	29	30	7	23	28	28	28	6	21	24	10	0	38559	0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4520	100	7136
0	0	0	19	9	1	""	""	2465	55165	200	26	27	5	18	27	27	28	11	39	1	0	0	33831	-0.091	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	4520	100	7137
0	0	0	19	10	1	""	""	2725	55165	200	26	27	11	40	26	26	27	19	70	1	1	0	34611	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4520	100	7138
0	0	0	19	11	1	""	""	2985	55165	200	26	26	5	19	26	26	28	29	103	0	0	0	32928	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	7139
0	0	0	19	12	1	""	""	3245	55165	200	26	27	5	18	27	27	28	24	85	0	0	0	33752	-0.042	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	4520	100	7140
0	0	0	19	13	1	""	""	3505	55165	200	27	30	29	96	27	27	29	45	155	1	1	0	37982	0.022	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	3	0	3	1272	4520	100	7141
0	0	0	19	14	1	""	""	3765	55165	200	27	27	5	18	27	27	28	17	60	0	0	0	33986	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	7142
0	0	0	19	15	1	""	""	4025	55165	200	27	27	5	18	28	28	38	104	273	0	0	0	34659	-0.106	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	1272	4520	100	7143
0	0	0	19	16	1	""	""	4285	55165	200	27	28	9	32	28	28	37	92	248	0	0	0	35708	-0.098	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	4520	100	7144
0	0	0	19	17	1	""	""	4545	55165	200	28	29	16	55	28	28	29	9	31	4	1	0	37224	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4520	100	7145
0	0	0	19	18	1	""	""	4805	55165	200	40	117	274	234	29	29	31	19	61	38	26	0	148978	4.526	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11	88	11	88	1272	5132	100	7146
0	0	0	19	1	2	""	""	320	55405	200	26	26	5	19	26	26	27	8	29	3	0	0	33351	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4330	100	7147
0	0	0	19	2	2	""	""	590	55405	200	25	25	4	16	26	26	27	8	29	2	0	0	32238	-0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	1272	3354	100	7148
0	0	0	19	3	2	""	""	835	55400	200	25	25	4	16	25	25	25	9	36	1	0	0	31916	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3305	100	7149
0	0	0	19	4	2	""	""	1100	55405	200	25	25	5	20	25	25	27	51	188	0	0	0	31603	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3443	100	7150
0	0	0	19	5	2	""	""	1360	55405	200	25	25	5	20	25	25	27	51	188	0	0	0	32314	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3400	100	7151
0	0	0	19	6	2	""	""	1620	55405	200	25	25	5	20	25	25	26	8	30	3	0	0	31988	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3940	100	7152
0	0	0	19	7	2	""	""	1945	55425	200	26	26	5	19	26	26	27	8	29	5	0	0	33607	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4387	100	7153
0	0	0	19	8	2	""	""	2205	55425	200	29	30	6	20	28	28	30	8	26	13	2	0	37960	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	7154
0	0	0	19	9	2	""	""	2465	55425	200	29	30	7	23	28	28	30	8	26	11	2	0	38023	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	7155
0	0	0	19	10	2	""	""	2725	55425	200	26	26	5	19	27	27	28	6	21	8	0	0	33549	-0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	1272	3908	100	7156
0	0	0	19	11	2	""	""	2985	55425	200	26	27	5	18	27	27	27	6	22	9	1	0	33966	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	3908	100	7157
-100	0	0	19	12	2	""	""	3245	55425	200	27	27	5	18	27	27	27	6	22	8	0	0	34043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7158
0	0	0	19	13	2	""	""	3505	55425	200	26	27	4	14	27	27	27	4	14	12	2	0	33871	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	3908	100	7159
0	0	0	19	14	2	""	""	3765	55425	200	26	27	4	14	27	27	27	4	14	11	1	0	33719	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	3908	100	7160
0	0	0	19	15	2	""	""	4025	55425	200	27	27	5	18	27	27	38	112	294	0	0	0	34345	-0.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7161
0	0	0	19	16	2	""	""	4285	55425	200	28	46	96	208	28	28	40	112	280	4	3	0	57973	0.054	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	18	0	18	1272	3908	100	7162
0	0	0	19	17	2	""	""	4545	55425	200	28	29	10	34	28	28	29	11	37	2	1	0	36874	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	7163
0	0	0	19	18	2	""	""	4805	55425	200	28	28	7	25	29	29	29	9	31	3	1	0	36196	-0.111	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	1272	4520	100	7164
0	0	0	19	1	3	""	""	295	55650	200	26	26	6	23	26	26	26	8	30	3	1	0	33538	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4404	100	7165
0	0	0	19	2	3	""	""	555	55650	200	25	26	6	23	25	25	25	4	16	15	4	0	32437	0.250	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3741	100	7166
0	0	0	19	3	3	""	""	815	55650	200	25	25	5	20	25	25	25	7	28	4	0	0	31624	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3737	100	7167
0	0	0	19	4	3	""	""	1075	55650	200	25	25	5	20	25	25	27	48	177	0	0	0	32256	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3760	100	7168
0	0	0	19	5	3	""	""	1335	55650	200	25	26	7	26	25	25	27	48	177	0	0	0	32835	-0.021	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3774	100	7169
0	0	0	19	6	3	""	""	1595	55650	200	26	26	6	23	25	25	25	6	24	8	2	0	33029	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4368	100	7170
0	0	0	19	7	3	""	""	1945	55685	200	26	26	6	23	26	26	26	7	26	7	1	0	33693	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4502	100	7171
0	0	0	19	8	3	""	""	2205	55685	200	28	29	8	27	28	28	29	7	24	8	1	0	36406	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	7172
0	0	0	19	9	3	""	""	2465	55685	200	28	29	6	20	29	29	30	8	26	8	2	0	36974	-0.125	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	3908	100	7173
0	0	0	19	10	3	""	""	2725	55685	200	27	27	5	18	27	27	27	6	22	10	1	0	34354	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7174
0	0	0	19	11	3	""	""	2985	55685	200	27	27	5	18	27	27	27	5	18	16	4	0	34764	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7175
0	0	0	19	12	3	""	""	3245	55685	200	27	27	5	18	27	27	27	5	18	14	2	0	34510	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3726	100	7176
0	0	0	19	13	3	""	""	3505	55685	200	27	28	5	17	27	27	27	5	18	14	2	0	35096	0.200	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3341	100	7177
0	0	0	19	14	3	""	""	3765	55685	200	27	27	4	14	27	27	27	5	18	13	0	0	34384	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3341	100	7178
0	0	0	19	15	3	""	""	4025	55685	200	27	27	5	18	27	27	27	5	18	14	1	0	34593	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3487	100	7179
0	0	0	19	16	3	""	""	4285	55685	200	28	28	5	17	28	28	28	6	21	10	1	0	35822	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3102	100	7180
0	0	0	19	17	3	""	""	4545	55685	200	28	29	5	17	28	28	29	8	27	5	0	0	36300	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3390	100	7181
0	0	0	19	18	3	""	""	4805	55685	200	28	28	6	21	28	28	28	6	21	11	1	0	36159	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3906	100	7182
0	0	0	19	1	4	""	""	290	55910	200	26	26	7	26	26	26	26	5	19	8	1	0	32971	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4889	100	7183
0	0	0	19	2	4	""	""	550	55910	200	25	25	4	16	25	25	25	4	16	14	4	0	32324	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4220	100	7184
0	0	0	19	3	4	""	""	810	55910	200	25	25	4	16	25	25	24	4	16	9	2	0	31435	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4220	100	7185
0	0	0	19	4	4	""	""	1070	55910	200	25	25	4	16	25	25	25	4	16	12	3	0	31899	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4179	100	7186
0	0	0	19	5	4	""	""	1325	55915	200	25	25	4	16	25	25	25	4	16	13	3	0	32069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4168	100	7187
0	0	0	19	6	4	""	""	1585	55915	200	25	26	7	26	25	25	25	5	20	10	2	0	32601	0.200	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4821	100	7188
0	0	0	19	7	4	""	""	1945	55945	200	26	26	6	23	26	26	26	7	26	7	1	0	33617	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3778	100	7189
0	0	0	19	8	4	""	""	2205	55945	200	28	28	5	17	28	28	29	6	20	12	2	0	36119	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3149	100	7190
0	0	0	19	9	4	""	""	2465	55945	200	28	29	7	24	28	28	29	8	27	6	1	0	36448	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3149	100	7191
0	0	0	19	10	4	""	""	2725	55945	200	27	28	7	25	27	27	27	7	25	9	2	0	35176	0.143	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3149	100	7192
0	0	0	19	11	4	""	""	2985	55945	200	27	27	5	18	27	27	27	5	18	12	2	0	34408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3707	100	7193
0	0	0	19	12	4	""	""	3325	55910	200	27	27	5	18	27	27	28	5	17	15	2	0	34724	-0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3581	100	7194
0	0	0	19	13	4	""	""	3585	55910	200	28	29	6	20	27	27	28	5	17	26	7	0	36934	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3023	100	7195
0	0	0	19	14	4	""	""	3845	55910	200	28	28	6	21	27	27	27	5	18	20	5	0	35891	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3405	100	7196
0	0	0	19	15	4	""	""	4155	55905	200	28	28	5	17	27	27	27	5	18	19	2	0	35448	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3035	100	7197
0	0	0	19	16	4	""	""	4370	55910	200	28	28	7	25	27	27	27	5	18	20	3	0	35839	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	2678	100	7198
0	0	0	19	17	4	""	""	4635	55915	200	28	28	5	17	28	28	28	5	17	15	2	0	35802	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	2677	100	7199
0	0	0	19	18	4	""	""	4850	55915	200	28	29	7	24	28	28	29	34	117	0	0	0	36800	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3970	100	7200
0	0	0	19	1	5	""	""	385	56205	200	25	25	4	16	26	26	26	6	23	5	0	0	32321	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	1272	4831	100	7201
0	0	0	19	2	5	""	""	645	56205	200	25	25	4	16	25	25	25	4	16	11	3	0	31872	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4219	100	7202
0	0	0	19	3	5	""	""	905	56205	200	25	25	4	16	25	25	25	4	16	9	2	0	31417	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4219	100	7203
0	0	0	19	4	5	""	""	1165	56205	200	25	26	24	92	25	25	25	4	16	13	4	0	33161	0.250	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4186	100	7204
0	0	0	19	5	5	""	""	1425	56205	200	25	25	5	20	25	25	25	5	20	9	1	0	32141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4165	100	7205
0	0	0	19	6	5	""	""	1685	56205	200	26	26	6	23	25	25	25	5	20	14	2	0	33416	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3824	100	7206
0	0	0	19	7	5	""	""	1885	56160	200	26	26	5	19	26	26	26	7	26	7	1	0	33457	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3447	100	7207
0	0	0	19	8	5	""	""	2135	56155	200	28	29	11	37	27	27	28	15	53	3	1	0	36883	0.067	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3497	100	7208
0	0	0	19	9	5	""	""	2395	56155	200	31	32	8	25	28	28	29	8	27	21	6	0	40733	0.375	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	4	3	4	1272	3581	100	7209
0	0	0	19	10	5	""	""	2655	56155	200	31	33	12	36	28	28	29	12	41	14	2	0	42021	0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	5	3	5	1272	3581	100	7210
0	0	0	19	11	5	""	""	2915	56155	200	27	28	7	25	27	27	27	6	22	15	5	0	35954	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3581	100	7211
0	0	0	19	12	5	""	""	3175	56155	200	28	29	7	24	27	27	27	5	18	22	9	0	36805	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4138	100	7212
0	0	0	19	13	5	""	""	3435	56155	200	28	28	5	17	27	27	27	5	18	23	4	0	36222	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4022	100	7213
0	0	0	19	14	5	""	""	3695	56155	200	28	29	5	17	27	27	27	5	18	22	6	0	36275	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4022	100	7214
0	0	0	19	15	5	""	""	3955	56155	200	28	29	6	20	27	27	27	5	18	23	5	0	36681	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4249	100	7215
0	0	0	19	16	5	""	""	4215	56155	200	28	29	6	20	27	27	27	5	18	27	5	0	36808	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3949	100	7216
0	0	0	19	17	5	""	""	4475	56155	200	28	28	5	17	27	27	27	5	18	17	2	0	35514	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4014	100	7217
0	0	0	19	18	5	""	""	4735	56155	200	28	28	5	17	28	28	28	24	85	0	0	0	35957	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4401	100	7218
0	0	0	19	1	6	""	""	385	56465	200	25	26	6	23	25	25	25	5	20	11	1	0	32475	0.200	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3941	100	7219
0	0	0	19	2	6	""	""	645	56465	200	25	25	8	32	25	25	25	4	16	11	2	0	31957	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3297	100	7220
0	0	0	19	3	6	""	""	905	56465	200	25	25	4	16	25	25	25	4	16	9	2	0	31188	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3605	100	7221
0	0	0	19	4	6	""	""	1165	56465	200	25	25	4	16	25	25	25	5	20	8	1	0	31475	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3404	100	7222
0	0	0	19	5	6	""	""	1425	56465	200	25	25	5	20	25	25	25	8	32	3	0	0	31900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3225	100	7223
0	0	0	19	6	6	""	""	1685	56465	200	25	26	23	88	25	25	26	10	38	2	1	0	33586	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3240	100	7224
0	0	0	19	7	6	""	""	1945	56465	200	26	26	7	26	26	26	26	5	19	9	2	0	33555	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3596	100	7225
0	0	0	19	8	6	""	""	2205	56465	200	27	27	6	22	27	27	28	17	60	1	0	0	34682	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3641	100	7226
0	0	0	19	9	6	""	""	2465	56465	200	29	30	8	26	29	29	30	15	50	2	0	0	38331	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3641	100	7227
0	0	0	19	10	6	""	""	2725	56465	200	30	32	14	43	28	28	30	12	40	10	2	0	40455	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	4	2	4	1272	3641	100	7228
0	0	0	19	11	6	""	""	2985	56465	200	28	30	38	126	27	27	28	7	25	10	3	0	38228	0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3641	100	7229
0	0	0	19	12	6	""	""	3245	56465	200	27	27	8	29	27	27	27	7	25	5	1	0	34462	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4061	100	7230
0	0	0	19	13	6	""	""	3505	56465	200	27	27	6	22	27	27	27	9	33	2	0	0	34667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4340	100	7231
0	0	0	19	14	6	""	""	3765	56465	200	26	27	4	14	27	27	28	10	35	0	0	0	33814	-0.100	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	4340	100	7232
0	0	0	19	15	6	""	""	4025	56465	200	27	28	5	17	27	27	28	5	17	16	2	0	35074	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4340	100	7233
0	0	0	19	16	6	""	""	4285	56465	200	28	28	6	21	27	27	27	5	18	21	3	0	36051	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4340	100	7234
0	0	0	19	17	6	""	""	4545	56465	200	28	28	7	25	27	27	27	5	18	16	1	0	35426	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4340	100	7235
0	0	0	19	18	6	""	""	4805	56465	200	27	27	5	18	27	27	28	13	46	1	0	0	34930	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4952	100	7236
0	0	0	19	1	7	""	""	360	56695	200	25	26	7	26	25	25	25	6	24	7	1	0	32814	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3236	100	7237
0	0	0	19	2	7	""	""	575	56690	200	25	25	4	16	25	25	25	4	16	13	3	0	32057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	2222	100	7238
0	0	0	19	3	7	""	""	815	56695	200	25	24	4	16	25	25	24	4	16	7	2	0	31119	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	1272	3350	100	7239
0	0	0	19	4	7	""	""	1140	56675	200	25	24	4	16	25	25	24	4	16	9	2	0	31152	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	1272	3508	100	7240
0	0	0	19	5	7	""	""	1405	56695	200	25	26	9	34	25	25	25	7	28	7	2	0	32966	0.143	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	2653	100	7241
0	0	0	19	6	7	""	""	1600	56680	200	25	25	5	20	25	25	26	11	42	1	0	0	32269	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	2744	100	7242
0	0	0	19	7	7	""	""	1870	56680	200	26	26	6	23	25	25	26	9	34	5	1	0	33641	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3701	100	7243
0	0	0	19	8	7	""	""	2130	56680	200	26	26	5	19	26	26	26	5	19	10	2	0	33615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3612	100	7244
0	0	0	19	9	7	""	""	2390	56680	200	27	28	5	17	26	26	27	9	33	6	1	0	35432	0.111	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3612	100	7245
0	0	0	19	10	7	""	""	2650	56680	200	29	30	6	20	27	27	28	7	25	21	4	0	38332	0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	3612	100	7246
0	0	0	19	11	7	""	""	2910	56680	200	29	30	14	46	27	27	28	7	25	17	4	0	38313	0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	3612	100	7247
0	0	0	19	12	7	""	""	3170	56680	200	28	28	6	21	27	27	29	22	75	1	0	0	36156	-0.045	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4154	100	7248
0	0	0	19	13	7	""	""	3505	56725	200	28	29	7	24	27	27	28	11	39	3	1	0	36413	0.091	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4450	100	7249
0	0	0	19	14	7	""	""	3765	56725	200	27	28	5	17	27	27	28	10	35	3	0	0	35143	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	7250
0	0	0	19	15	7	""	""	4025	56725	200	28	28	7	25	27	27	27	5	18	19	2	0	35605	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	7251
0	0	0	19	16	7	""	""	4285	56725	200	28	29	15	51	27	27	27	5	18	18	2	0	36263	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	7252
